4.818	-24.381999	-25.330999
3.577	-31.316999	-21.607999
3.431	-34.310001	-19.125999
2.993	-38.397998	-15.695
2.19	-44.019001	-9.052
0.219	-44.091999	-9.125
-4.891	-40.806999	-13.724
-4.088	-38.909	-16.278999
1.679	-43.507999	-12.118
14.162	-47.814998	3.723
16.935998	-46.427997	13.067
29.857	-26.791	35.550998
56.209999	12.191	24.600999
56.355998	25.695999	13.432001
57.305	11.753001	2.263
20.659	-42.558998	23.433
-4.307	-36.208	33.579998
-20.659	-25.841999	34.674999
24.454999	-44.603	5.548
53.070999	-12.921	11.899001
45.843997	48.326	24.527999
40.806999	52.632999	28.396999
40.806999	52.632999	28.396999
35.404998	-16.497999	39.565998
21.826999	-11.169	49.128997
1.46	10.877	56.793998
10.731	41.026	53.144001
20.951	54.458	42.631999
31.535999	55.187999	37.813999
31.243999	53.144001	43.361999
29.564998	49.566997	47.742
18.687999	47.376998	52.486999
14.892001	47.596	52.267997
9.052	42.923999	53.216999
7.373	33.871997	55.990997
4.088	32.849998	55.698997
0.0	29.638	55.844997
0.073	21.826999	56.867
-0.146	18.104	56.721
-0.584	24.163	56.793998
1.971	38.689998	54.604
21.315999	53.946998	41.828998
38.105998	41.172	42.704998
43.727001	30.368	43.799999
47.304	7.665	43.507999
34.894001	-10.731	46.938999
25.184999	-9.344	51.173
7.154	-2.117	55.041999
0.146	-0.292	54.822998
2.409	-0.292	55.114997
21.753999	-12.41	49.420997
33.361	-16.132999	43.580997
39.784999	6.351	48.106998
27.01	23.067998	55.260997
17.958	31.900999	55.917999
8.395	40.952999	53.29
6.205	46.646999	50.953998
4.088	53.800998	45.625
-8.687001	54.530998	41.682998
-16.935998	50.807998	39.638999
-35.916	32.849998	30.149
-42.486	16.278999	17.081998
-43.142997	12.41	16.132999
-42.704998	5.913	16.205999
-36.864997	-6.716	30.368
-20.074998	-18.177	41.244998
17.228	-15.476	48.034
35.332	-7.3	44.311
52.194999	18.614999	33.141998
49.931999	35.77	32.557998
50.223999	35.112998	31.973999
50.953998	15.33	34.528999
26.352998	-19.855998	40.514999
2.993	-21.972999	44.603
-27.375	3.869	44.821998
-31.973999	17.155	41.974998
-30.732999	36.354	38.835998
-27.885999	48.544998	34.382999
-31.024999	44.383998	33.944999
-34.017997	12.337	40.952999
-3.066	-21.826999	45.770999
23.067998	-22.702999	41.682998
51.537998	10.293001	32.265998
37.595001	52.048999	31.024999
30.513999	59.568	17.666
14.016	64.823997	14.016
7.081	64.896995	11.461
7.081	64.896995	11.461
11.388	-7.446	-33.652999
12.045001	-29.93	-27.447999
-1.387	-49.785999	2.774
-27.958999	-28.177999	25.914999
-36.937999	-11.315	26.425998
-39.419998	19.928998	10.439001
-33.361	28.980998	3.869
-34.894001	26.425998	4.453
-41.682998	-3.942	13.432001
-32.703998	-27.375	14.308
20.147998	-46.866001	-4.745
41.464	-3.504	-22.848999
41.026	27.739999	-17.155
26.864	51.975997	-7.373
32.557998	37.083999	-18.322999
46.646999	10.366001	-18.906999
35.624	-39.638999	12.118
12.41	-44.967998	22.264999
12.41	-44.967998	22.264999
-35.258998	16.424999	-3.577
-27.520999	25.184999	-8.322
-20.659	25.768999	-14.454
-22.775999	10.147001	-18.104
-22.337999	-4.161	-19.855998
-23.433	-35.332	-2.336
-27.156	-33.506999	12.556
-30.732999	-11.242	36.354
-19.563999	11.899001	50.953998
-10.731	27.302	54.530998
3.212	48.763999	49.859001
-1.168	51.829998	46.500999
-6.424	50.881	45.259998
-18.104	40.952999	44.967998
-22.994998	31.535999	45.113998
-22.848999	29.857	45.551998
-21.461999	24.527999	46.208999
-19.928998	21.388999	46.427997
-14.016	15.768	50.443
10.804	37.375999	54.895999
28.323999	47.668998	44.967998
52.048999	28.688999	2.409
40.295997	-24.819999	-11.242
22.118999	-42.996997	-5.329
-10.658	-41.026	-9.855
-2.263	-40.149997	-13.943
16.497999	-34.236999	34.382999
11.023	15.622	57.085998
11.096	26.718	55.990997
15.549	40.588001	52.851997
50.369998	38.763	18.177
51.756999	21.680999	-2.555
33.506999	-15.987	-20.586
5.183	-26.060998	-25.111999
-11.461	-22.556999	-22.775999
-35.186	-9.125	-6.424
-40.514999	-3.504	6.935
-28.104999	-18.177	34.163997
2.92	-36.791999	34.820999
18.687999	-39.493	30.222
41.61	-30.149	25.184999
26.352998	-4.453	52.486999
10.074	8.176	58.326999
-15.695	16.059999	53.800998
-19.417999	14.673	51.611
-16.862998	9.855	52.048999
-6.57	20.367	55.406997
-2.482	27.885999	55.406997
0.365	44.967998	50.077999
19.198999	57.231998	39.419998
34.236999	54.092998	35.988998
35.550998	45.479	47.596
24.892999	45.770999	52.705997
-2.336	37.375999	57.085998
-27.01	4.891	47.376998
-30.222	-5.037	41.318
-38.105998	-7.008	27.083
-42.120998	7.446	14.746
-41.536998	13.724	10.147001
-38.617	24.163	14.308
-36.208	19.855998	31.754999
-31.900999	13.067	40.368999
-14.527	1.168	53.29
-1.971	-10.512001	53.216999
-1.971	-10.512001	53.216999
23.506	-26.060998	44.091999
24.600999	-27.958999	41.828998
19.563999	-31.024999	40.441997
14.965001	-35.988998	35.988998
35.550998	-26.425998	34.456001
43.215999	11.242	45.479
26.937	27.666999	55.114997
18.906999	28.980998	57.013
2.92	15.111001	57.743
3.212	12.41	57.159
3.723	18.614999	57.013
5.475	37.375999	53.874
15.184	42.120998	48.544998
53.144001	23.944	16.789999
27.812999	-21.024	-21.097
10.512001	-18.760999	-27.302
-2.044	3.723	-27.447999
-5.037	12.775	-23.652
-5.037	12.775	-23.652
-29.053998	13.651	-7.592
-30.003	14.6	1.241
-39.857997	13.724	21.097
-21.097	-26.133998	34.236999
-1.168	-40.880001	29.199998
35.550998	-40.076999	4.818
48.106998	-25.987998	1.533
49.274997	-0.584	36.718997
7.665	5.84	57.743
-0.511	8.906001	57.815998
-8.541	12.41	55.479999
-9.49	13.067	54.75
-5.84	13.286001	55.479999
6.205	21.388999	57.451
7.519	30.878999	56.063999
14.016	47.158	47.960998
44.383998	44.749	15.841
46.720001	32.047	-0.73
34.382999	-17.447	-20.513
8.176	-41.390998	-14.6
-13.213	-35.258998	-15.038001
-27.812999	-7.154	-16.424999
-36.062	10.220001	-5.037
-41.828998	4.599	6.716
-35.77	-25.622999	15.987
-25.330999	-36.280998	21.899999
-25.330999	-36.280998	21.899999
-19.344999	-18.833999	43.142997
-24.892999	-9.125	44.091999
-16.862998	-5.986	49.420997
3.577	9.928	57.815998
14.819001	19.928998	57.743
45.697998	35.842998	38.397998
57.888999	11.096	1.752
48.909999	-15.549	-10.804
0.365	-40.880001	-18.25
-21.243	-30.003	-16.570999
-38.325	-1.533	-4.453
-35.478	15.622	-5.256
-32.557998	19.052999	-7.519
-15.403	14.235	-24.017
10.658	-18.687999	-29.711
13.067	-35.988998	-20.951
8.468	-50.151	7.738
2.19	-44.675998	24.892999
2.19	-44.675998	24.892999
11.096	17.812	58.837997
20.367	31.900999	56.429
31.243999	44.821998	46.792999
43.142997	46.281997	35.988998
48.836997	37.229999	36.208
50.005001	1.825	38.033
45.551998	-21.607999	28.980998
13.651	-48.836997	-3.65
-13.943	-23.725	-23.579
-13.724	-5.621	-26.791
-3.869	20.001998	-26.572
-1.825	32.923	-21.097
-7.446	31.097999	-20.586
-35.332	5.986	-9.563
-37.813999	-20.294	14.089
-28.542999	-32.119998	21.024
7.957	-47.304	21.607999
25.111999	-41.756	24.163
48.544998	-9.855	34.674999
52.559997	19.855998	38.033
51.173	26.206998	39.055
43.507999	29.711	47.668998
17.52	31.097999	58.983997
8.468	28.396999	60.370998
-5.037	25.695999	58.399997
-8.541	23.506	57.159
-11.753001	18.614999	55.771999
-0.146	8.979001	57.451
7.738	9.49	57.669998
22.483999	20.659	56.429
55.479999	12.702	31.608999
54.530998	-9.49	-1.314
18.322999	-30.368	-24.965999
-1.241	-35.988998	-22.264999
-30.003	-31.097999	-3.212
-39.638999	-15.549	13.578001
-41.026	-8.322	14.527
-36.280998	-0.438	-6.789
-19.636999	-4.161	-22.921998
-5.767	-29.857	-22.118999
5.548	-42.704998	25.257999
6.278	-6.643	53.436
7.811	14.089	56.939998
