10.512001	-0.511	-28.323999
10.731	-0.438	-28.615999
10.512001	-0.73	-28.469999
10.074	-0.438	-28.469999
10.439001	-0.365	-28.323999
10.512001	-0.365	-28.396999
11.315	-0.438	-28.542999
12.337	0.292	-28.688999
11.242	2.19	-29.345998
11.534	3.139	-29.784
12.629	4.453	-30.076
12.191	4.234	-29.638
9.636	4.015	-29.345998
7.3	2.774	-29.053998
4.964	4.891	-29.564998
5.402	6.935	-29.857
1.825	3.212	-29.272998
-0.876	0.803	-28.177999
-3.723	-2.336	-26.499
-5.183	-3.869	-25.476999
-3.577	-6.132	-24.892999
6.789	-8.760001	-24.527999
16.716999	-6.059	-24.819999
18.541999	-6.132	-24.09
19.636999	-6.424	-23.579
21.243	-10.439001	-20.147998
21.899999	-13.578001	-17.301
25.038999	-17.081998	-10.877
26.572	-17.812	-7.957
31.024999	-14.892001	-9.271
31.754999	-15.622	-6.424
32.923	-15.841	-3.285
34.966999	-15.257	-1.387
35.478	-14.965001	-0.803
40.368999	-11.169	7.592
45.041	5.402	27.812999
47.230998	33.069	38.179
52.267997	47.45	31.827999
46.573997	-4.015	12.702
17.812	-20.513	-12.118
-19.709999	5.329	-19.928998
-17.008998	14.454	-22.702999
-13.797	9.855	-24.309
-8.249	-15.622	-11.753001
2.482	-23.433	10.074
17.666	22.994998	50.369998
26.352998	44.895	50.881
26.425998	47.012001	50.881
31.097999	52.924999	47.960998
28.980998	70.809997	40.660999
20.001998	78.986	35.258998
32.703998	80.518997	20.294
44.967998	67.670997	3.869
30.368	-5.256	-20.878
-20.951	-8.395	-9.855
-24.381999	2.628	-12.994
-13.505001	7.3	-23.652
0.146	-16.497999	-14.819001
1.533	-22.483999	8.614001
0.876	2.555	41.61
-1.168	27.302	50.953998
-1.022	39.419998	52.267997
3.066	48.252998	52.559997
2.701	41.244998	53.070999
2.701	41.244998	53.070999
-6.497	5.329	-26.133998
-1.095	8.833001	-28.542999
11.826001	-4.307	-25.622999
22.118999	-17.812	18.833999
13.651	8.541	45.113998
17.301	40.952999	52.851997
24.017	48.106998	51.465
25.768999	50.661998	50.515998
33.506999	62.779998	43.142997
35.04	72.124	35.332
48.618	66.575996	12.994
42.923999	28.031999	-21.17
27.885999	6.862	-27.302
-9.928	-10.731	-17.666
-27.01	2.263	-8.979001
-18.833999	-3.358	-14.162
-3.796	-19.782999	12.921
-0.292	-5.986	34.748001
-0.292	-5.986	34.748001
27.885999	51.683998	47.814998
23.067998	63.801998	45.333
56.137001	50.443	8.03
26.206998	-11.899001	-17.958
-2.92	-16.789999	-14.673
-12.702	-1.679	-20.074998
-3.942	-16.643999	-12.921
-0.803	-20.659	13.213
2.336	8.906001	45.625
8.541	30.586999	52.486999
17.958	52.998001	51.465
14.892001	48.034	52.924999
10.074	24.892999	51.756999
0.146	-23.36	-2.993
7.665	0.657	-27.812999
19.271999	-0.511	-26.572
52.705997	6.278	5.986
47.084999	-3.942	5.256
47.084999	-3.942	5.256
-9.125	-21.680999	1.314
-20.513	0.949	-16.862998
11.315	-3.066	-26.499
42.412998	-8.03	-0.949
44.457	-0.292	22.410999
33.433998	10.366001	40.806999
24.163	-0.219	39.127998
0.657	-24.236	9.271
-12.337	0.949	-22.483999
-7.738	3.942	-25.330999
-5.402	3.066	-25.257999
-6.862	-19.490999	-3.066
-6.351	-12.994	26.645
-2.482	21.972999	49.712997
-0.365	38.617	52.559997
-0.146	36.208	52.559997
-1.752	5.84	43.799999
2.701	-15.184	27.593999
18.395999	-18.395999	-11.899001
34.528999	2.482	-21.315999
37.449001	0.949	-18.833999
45.551998	-5.475	9.344
29.638	17.52	45.916999
18.031	22.191999	50.515998
10.512001	19.271999	50.005001
18.906999	24.236	50.077999
29.857	64.531997	42.923999
50.735	63.071998	13.943
52.705997	42.048	-7.884
29.638	-11.096	-16.862998
-16.862998	-13.067	-8.468
-17.081998	-4.234	-16.643999
-1.679	-6.789	-23.140998
7.738	-24.673999	7.154
7.738	-5.767	37.449001
1.314	23.798	50.881
1.533	32.485	52.413997
8.833001	42.777999	53.728
2.555	30.513999	52.632999
0.438	2.847	42.923999
-3.139	-20.220998	-9.563
-0.073	4.891	-28.469999
5.256	6.351	-29.857
23.798	-3.942	-24.746999
38.033	-7.519	-12.629
55.041999	16.935998	20.001998
38.179	55.479999	43.361999
28.323999	62.925998	45.405998
19.928998	66.283996	46.427997
11.315	71.832	42.996997
10.95	76.650001	38.981998
30.951999	79.277999	6.789
34.894001	58.180999	-15.695
22.994998	-2.774	-25.768999
-10.220001	-12.118	-16.351999
-17.301	-4.526	-17.228
-8.687001	-4.088	-21.826999
4.599	-24.454999	-0.511
6.424	-16.716999	26.572
-0.146	17.374	49.201999
-6.351	31.973999	50.589
-3.212	29.272998	50.807998
19.709999	32.923	50.515998
26.425998	43.799999	48.982997
52.486999	58.399997	20.586
45.625	18.031	-18.104
29.053998	-4.088	-22.118999
2.409	-6.497	-24.381999
-16.935998	2.482	-19.344999
-11.972001	0.0	-21.243
0.511	-21.899999	10.731
3.431	-8.687001	33.798999
